ID_Cliente,Cancelado,Genero,Adulto_Mayor,En_Pareja,Personas_a_Cargo,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Respaldo_Nube,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargo_Mensual,Cargo_Total,cuentas_diarias
4825-XJGDM,0,Female,0,0,0,61,0,0,DSL,Yes,Yes,1,1,0,0,One year,0,Credit card (automatic),43.7,2696.55,61.70594965675057
4826-DXMUP,0,Male,0,0,1,35,1,0,DSL,No,No,0,1,1,1,One year,1,Mailed check,72.1,2495.15,34.60679611650486
4826-TZEVA,0,Female,0,0,0,40,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971.7,39.72860962566845
4826-XTSOH,1,Male,1,1,0,1,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,86.05,86.05,1.0
4827-DPADN,0,Female,0,1,1,72,1,1,DSL,Yes,No,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042.7,72.54141656662665
4827-LTQRJ,0,Female,1,1,1,66,1,1,Fiber optic,Yes,Yes,0,1,1,1,One year,1,Credit card (automatic),110.6,7210.85,65.19755877034359
4827-USJHP,0,Male,0,0,0,20,1,0,DSL,No,Yes,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,19.765444015444018
4828-FAZPK,0,Female,0,1,1,16,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,1267.95,15.859287054409005
4829-AUOAX,1,Female,0,0,0,46,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,45.80426861009891
4829-ZLJTK,0,Female,1,1,0,72,1,1,Fiber optic,Yes,Yes,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,71.5911921708185
4830-FAXFM,0,Male,0,0,1,19,1,1,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),24.1,439.2,18.224066390041493
4831-EOBFE,1,Male,0,1,1,29,1,0,Fiber optic,Yes,No,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,27.98890649762282
4832-VRBMR,0,Male,1,1,0,65,1,1,Fiber optic,No,Yes,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,65.85021812893844
4833-QTJNO,0,Male,1,1,0,67,1,1,Fiber optic,Yes,Yes,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,66.65235539654145
4835-YSJMR,0,Male,0,0,0,39,1,0,DSL,No,No,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971.15,39.58132530120482
4836-WNFNO,0,Female,0,1,0,72,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.0,1849.2,73.968
4837-PZTIC,0,Female,0,0,0,47,0,0,DSL,Yes,No,1,1,0,0,Two year,0,Mailed check,41.9,1875.25,44.75536992840096
4837-QUSFT,0,Female,0,1,0,65,1,1,Fiber optic,Yes,Yes,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643.5,66.33549675486769
4840-ORQXB,0,Female,1,0,0,56,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841.35,55.76467780429595
4844-JJWUY,1,Female,1,0,0,1,1,0,Fiber optic,No,Yes,0,0,0,1,Month-to-month,1,Electronic check,86.0,86.0,1.0
4846-WHAFZ,1,Female,1,1,0,37,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868.15,37.4921568627451
4847-QNOKA,1,Female,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1.0
4847-TAJYI,0,Female,1,0,0,6,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,6.354784555120314
4849-PYRLQ,0,Female,1,0,0,56,1,1,DSL,Yes,No,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054.2,55.34744027303754
4851-BQDNX,0,Male,0,1,1,40,1,0,Fiber optic,No,No,1,0,1,0,One year,1,Electronic check,85.05,3355.65,39.455026455026456
4853-OITSN,0,Male,0,1,0,5,1,1,Fiber optic,Yes,No,0,0,0,1,Month-to-month,1,Electronic check,89.15,413.25,4.635445877734155
4853-RULSV,1,Male,0,0,0,70,1,1,Fiber optic,Yes,No,0,1,1,1,Two year,1,Credit card (automatic),104.0,7250.15,69.71298076923077
4854-CIDCF,0,Female,1,0,0,3,1,0,Fiber optic,No,No,1,0,0,0,Month-to-month,0,Electronic check,73.85,196.4,2.659444820582262
4854-SSLTN,0,Male,0,1,1,2,1,0,DSL,Yes,Yes,0,1,0,0,Two year,0,Mailed check,59.5,130.5,2.19327731092437
4855-SNKMY,1,Female,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,44.1,44.1,1.0
4859-ZSRDZ,0,Female,0,1,1,58,0,0,DSL,No,No,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,57.061261261261265
4860-IJUDE,0,Male,0,0,0,13,1,0,Fiber optic,Yes,No,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,956.65,12.971525423728814
4860-YZGZM,0,Male,0,0,0,10,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,20.0,185.4,9.27
4868-AADLV,0,Male,1,1,1,66,1,1,Fiber optic,Yes,Yes,1,1,1,1,One year,1,Electronic check,116.25,7862.25,67.63225806451612
4869-EPIUS,0,Male,0,1,0,56,1,0,Fiber optic,No,No,0,0,0,1,One year,1,Electronic check,80.9,4557.5,56.334981458590846
4871-JTKJF,1,Female,1,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,1.0
4872-JCVCA,0,Female,0,1,0,71,0,0,DSL,Yes,Yes,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,3377.8,70.96218487394958
4872-VXRIL,0,Male,0,0,0,56,1,1,DSL,Yes,Yes,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665.55,56.698375870069604
4873-ILOLJ,1,Male,0,0,0,24,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,90.35,2238.5,24.775871610403986
4877-EVATK,1,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.0,20.0,1.0
4877-TSOFF,0,Female,0,1,1,55,1,1,DSL,Yes,Yes,0,1,0,1,One year,1,Bank transfer (automatic),75.75,4264.25,56.29372937293729
4878-BUNFV,0,Male,0,1,1,42,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.7,828.85,40.04106280193237
4878-SMQBX,0,Female,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),18.75,53.15,2.8346666666666667
4879-GZLFH,0,Female,0,1,1,42,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,92.15,3875.4,42.05534454693434
4881-GQJTW,0,Male,0,0,0,14,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),19.6,300.4,15.326530612244897
4881-JVQOD,0,Male,1,1,1,10,0,0,DSL,No,No,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,362.6,10.494934876989872
4883-KCPZJ,0,Female,0,1,1,22,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.25,555.4,21.996039603960394
4883-QICIH,1,Male,0,1,1,32,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,33.66164874551971
4884-LEVMQ,0,Male,0,1,0,39,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),20.45,790.0,38.63080684596577
4884-TVUQF,0,Female,1,0,0,57,1,1,Fiber optic,Yes,No,1,1,0,1,Two year,0,Credit card (automatic),101.3,5779.6,57.054294175715704
4884-ZTHVF,0,Female,1,0,0,8,1,0,Fiber optic,No,Yes,0,0,1,0,Month-to-month,1,Electronic check,87.1,713.6,8.192881745120552
4890-VMUAV,0,Male,0,0,0,63,1,1,DSL,Yes,Yes,1,1,0,0,One year,0,Electronic check,71.5,4576.3,64.0041958041958
4891-NLUBA,0,Female,0,1,1,61,0,0,DSL,No,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),61.45,3751.15,61.04393816110659
4892-VLANZ,1,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.8,19.8,1.0
4893-GYUJU,0,Female,0,0,0,50,1,0,No,No,No,0,0,0,0,One year,1,Mailed check,19.35,1033.0,53.38501291989664
4895-TMWIR,1,Male,1,1,0,11,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.95,214.75,10.764411027568922
4896-CPRPF,0,Male,0,1,1,35,1,1,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,809.25,31.797642436149314
4897-QSUYC,1,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,20.15,20.15,1.0
4900-MSOMT,0,Female,0,1,1,72,1,1,DSL,Yes,Yes,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,5714.2,71.24937655860349
4902-OHLSK,1,Female,1,0,0,29,1,1,Fiber optic,No,No,0,1,1,1,Month-to-month,0,Electronic check,98.65,2862.75,29.019260010136847
4903-CNOZC,0,Male,0,0,0,29,1,1,DSL,No,Yes,1,0,0,1,One year,0,Credit card (automatic),70.9,1964.6,27.709449929478136
4903-UYAVB,1,Male,0,1,0,5,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.35,126.05,6.514211886304909
4905-JEFDW,1,Male,0,0,0,11,0,0,DSL,No,No,1,0,1,0,One year,1,Electronic check,41.6,470.6,11.3125
4906-ZHGPK,0,Male,0,1,1,54,1,1,DSL,No,Yes,0,1,1,0,One year,1,Electronic check,70.7,3770.0,53.32390381895332
4908-XAXAY,0,Female,1,0,0,49,1,0,Fiber optic,No,Yes,1,0,0,1,One year,1,Bank transfer (automatic),89.85,4287.2,47.71508069003895
4909-JOUPP,0,Male,1,1,0,72,1,1,Fiber optic,No,Yes,1,1,1,1,Two year,0,Credit card (automatic),109.7,7898.45,72.00045578851413
4910-AQFFX,1,Male,0,1,1,9,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,661.25,8.333333333333334
4910-GMJOT,1,Female,0,0,0,1,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,94.6,94.6,1.0
4911-BANWH,1,Female,0,0,1,31,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Credit card (automatic),86.55,2697.4,31.16580011554015
4912-PIGUY,0,Female,0,0,0,1,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,84.6,84.6,1.0
4913-EHYUI,1,Male,1,1,1,56,1,1,Fiber optic,Yes,No,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,55.42467718794835
4915-BFSXL,0,Male,0,1,1,70,1,1,DSL,Yes,No,1,0,1,0,Two year,0,Credit card (automatic),68.95,4858.7,70.46700507614213
4918-FYJNT,0,Female,1,1,0,55,1,1,Fiber optic,No,Yes,1,1,0,0,Month-to-month,0,Electronic check,90.45,5044.8,55.77446102819237
4918-QLLIW,1,Male,0,0,0,3,1,0,DSL,No,No,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,3.533707865168539
4919-IKATY,1,Male,0,1,1,5,1,1,Fiber optic,Yes,No,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,5.3698224852071
4919-MOAVT,1,Male,0,0,1,3,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,3.1600861450107676
4922-CVPDX,0,Female,0,1,0,26,1,0,DSL,No,Yes,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,25.927891156462586
4923-ADWXJ,0,Female,0,0,0,25,1,0,DSL,No,Yes,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,25.526595744680854
4925-LMHOK,1,Male,0,0,0,15,1,1,DSL,No,Yes,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,939.7,16.035836177474405
4926-UMJZD,0,Female,0,1,0,31,1,0,DSL,No,No,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,30.458333333333332
4927-WWOOZ,0,Male,0,1,0,2,1,1,Fiber optic,No,No,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,1.8747949699289228
4929-BSTRX,1,Female,0,0,0,1,1,0,DSL,No,No,0,0,1,0,Month-to-month,1,Mailed check,53.55,53.55,1.0
4929-ROART,0,Male,0,0,0,18,1,1,DSL,Yes,No,0,0,0,0,Month-to-month,0,Mailed check,56.25,969.85,17.241777777777777
4929-XIHVW,0,Male,1,1,0,2,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,1.9020942408376964
4931-TRZWN,0,Female,0,0,0,13,1,0,DSL,Yes,No,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,12.840166782487838
4933-BSAIP,0,Female,0,1,0,40,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.1,780.1,40.84293193717277
4933-IKULF,0,Female,1,0,0,17,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.65,330.6,16.009685230024214
4936-YPJNK,0,Female,0,0,0,10,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.9,199.45,10.022613065326633
4937-QPZPO,0,Male,0,1,1,61,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Electronic check,99.9,6241.35,62.47597597597598
4939-KYYPY,0,Male,0,0,0,27,1,1,DSL,No,No,1,1,0,0,Month-to-month,0,Electronic check,59.45,1611.65,27.109335576114383
4940-KHCWD,0,Female,0,1,0,60,0,0,DSL,Yes,Yes,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,2288.7,60.70822281167108
4942-VZZOM,0,Male,0,1,0,64,1,1,DSL,Yes,No,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,66.40211640211639
4945-RVMTE,0,Female,0,0,0,28,1,0,DSL,No,No,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,27.648194794290514
4946-EDSEW,1,Female,0,1,1,11,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,9.366233766233767
4946-VTTND,0,Male,0,1,0,8,1,0,Fiber optic,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,75.0,658.1,8.774666666666667
4947-DSMXK,0,Male,0,1,1,34,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,34.90276356192426
4948-WBBKL,0,Female,1,0,0,36,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2659.45,35.50667556742322
4950-BDEUX,0,Male,0,0,0,35,0,0,DSL,No,No,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,34.58638211382114
4950-HKQTE,0,Female,0,0,0,22,1,1,No,No,No,0,0,0,0,Two year,0,Mailed check,26.25,605.9,23.08190476190476
4951-UKAAQ,1,Female,0,0,0,4,1,1,Fiber optic,No,Yes,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,3.993254637436762
4952-YSOGZ,1,Female,0,1,1,4,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,4.43630017452007
4955-VCWBI,0,Female,0,1,1,43,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.0,817.95,40.8975
4957-SREEC,0,Male,0,1,1,70,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),20.35,1458.1,71.65110565110564
4957-TIALW,0,Female,0,0,1,15,1,0,DSL,Yes,Yes,1,1,0,0,One year,0,Credit card (automatic),65.6,1010.0,15.396341463414636
4957-TREIR,0,Male,0,0,0,3,1,0,DSL,Yes,No,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,3.038043478260869
4958-GZWIY,1,Male,0,1,1,7,1,0,DSL,No,No,1,0,0,0,Month-to-month,0,Electronic check,48.7,340.25,6.986652977412731
4958-XCBDQ,1,Male,1,0,0,35,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,34.480276134122285
4959-JOSRX,1,Female,0,1,0,2,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.8060538116591927
4962-CHQPW,0,Male,0,0,1,29,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.85,535.05,26.95465994962216
4967-WPNCF,0,Male,0,0,0,72,0,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,4464.8,70.09105180533751
4971-PUYQO,1,Female,0,0,0,27,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,28.816499206768906
4973-MGTON,0,Female,0,1,0,71,1,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,70.72630331753554
4973-RLZVI,0,Female,0,0,0,30,1,0,DSL,Yes,Yes,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,30.925653047555254
4976-LNFVV,0,Male,1,1,0,19,0,0,DSL,No,Yes,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,577.15,16.8265306122449
4979-HPRFL,0,Male,0,1,1,56,1,1,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,58.06418219461698
4980-URKXC,0,Male,0,1,0,36,1,0,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,34.534772182254194
4981-FLTMF,0,Female,0,1,1,57,1,1,DSL,Yes,Yes,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,56.562116564417174
4983-CCWMC,0,Male,0,0,0,3,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,2.9798850574712645
4983-CLMLV,0,Female,0,1,0,52,1,1,Fiber optic,No,Yes,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,50.03018500486855
4986-MXSFP,0,Female,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,20.0,40.9,2.045
4987-GQWPO,0,Male,0,0,0,17,0,0,DSL,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),25.1,382.8,15.250996015936254
4988-BNLTU,0,Male,0,0,0,30,1,1,Fiber optic,Yes,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),100.4,2936.25,29.24551792828685
4988-IQIGL,1,Male,1,0,0,1,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,1.0
4988-RZJHG,0,Female,0,1,0,8,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.9,764.95,9.010011778563015
4989-LIXVT,0,Male,1,0,0,68,1,1,Fiber optic,No,Yes,1,0,0,1,Month-to-month,1,Electronic check,95.9,6503.2,67.81230448383732
4990-ALDGW,0,Male,0,0,0,57,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.75,1118.8,53.918072289156626
4992-LTJNE,0,Male,0,1,1,72,1,1,DSL,Yes,No,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.6,72.0361663652803
4993-JCRGJ,0,Male,0,0,0,26,1,1,Fiber optic,No,No,1,1,0,0,Month-to-month,1,Mailed check,84.3,2281.6,27.06524317912218
4994-OBRSZ,0,Male,0,0,1,14,1,0,DSL,Yes,Yes,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.8,13.860709592641262
4998-IKFSE,0,Female,0,0,0,30,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,0,Electronic check,100.45,3096.9,30.83026381284221
4999-IEZLT,0,Male,0,0,0,66,0,0,DSL,No,No,0,1,0,0,One year,0,Credit card (automatic),29.45,1983.15,67.33955857385399
5002-GCQFH,0,Male,0,1,0,49,1,1,Fiber optic,Yes,Yes,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,50.4326052210975
5003-OKNNK,0,Female,0,1,1,15,1,0,No,No,No,0,0,0,0,One year,0,Credit card (automatic),20.35,335.95,16.508599508599506
5003-XZWWO,0,Male,0,1,0,71,1,1,DSL,No,Yes,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.85,70.74643705463183
5006-MXVRN,0,Female,0,0,0,39,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),20.7,762.45,36.833333333333336
5010-IPEAQ,0,Female,0,1,1,67,0,0,DSL,Yes,Yes,1,1,1,0,Two year,0,Credit card (automatic),54.2,3623.95,66.86254612546125
5012-YSPJJ,0,Male,0,1,1,31,1,0,DSL,No,No,1,1,0,0,Month-to-month,0,Mailed check,54.35,1647.0,30.30358785648574
5013-SBUIH,1,Female,0,0,0,50,1,1,Fiber optic,Yes,Yes,0,1,1,1,Two year,1,Electronic check,109.65,5551.15,50.62608299133606
5014-GSOUQ,0,Male,0,0,0,13,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.95,243.65,12.213032581453636
5014-WUQMG,0,Male,0,1,1,47,1,0,Fiber optic,Yes,Yes,1,0,0,1,One year,1,Electronic check,96.1,4391.45,45.69667013527575
5016-ETTFF,1,Male,0,0,0,10,0,0,DSL,No,No,1,0,0,0,Month-to-month,0,Mailed check,29.5,255.25,8.652542372881356
5016-IBERQ,0,Male,0,1,0,23,1,1,Fiber optic,No,Yes,1,0,0,0,Month-to-month,0,Electronic check,84.25,1968.1,23.360237388724034
5016-LIPDW,0,Male,0,1,1,57,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.4,1061.6,54.72164948453608
5018-GWURO,0,Female,0,1,0,56,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,57.27570093457945
5018-HEKFO,0,Female,0,0,0,10,1,1,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,24.5,270.15,11.026530612244898
5018-LXQQG,0,Female,0,1,1,30,1,0,DSL,Yes,No,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.3,1923.5,29.01206636500754
5019-GQVCR,0,Male,1,0,0,43,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,84.85,3645.6,42.96523276370065
5020-ZSTTY,1,Female,1,0,0,54,1,1,DSL,Yes,Yes,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,52.760460885385086
5022-JNQEQ,0,Female,0,1,1,9,1,0,Fiber optic,No,No,0,1,0,0,Month-to-month,1,Electronic check,75.85,647.5,8.536585365853659
5022-KVDQT,0,Male,0,0,0,27,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Electronic check,81.3,2272.8,27.955719557195575
5025-GOOKI,0,Female,0,0,0,20,1,0,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),18.9,347.65,18.394179894179896
5027-QPKTE,1,Male,0,1,0,7,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.1,6.5046863734679174
5027-XWQHA,1,Male,0,0,0,6,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.95,6.054748603351955
5027-YOCXN,0,Male,0,1,1,51,1,1,Fiber optic,Yes,Yes,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,51.67105860972285
5028-GZLDO,1,Male,0,0,0,2,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),70.7,140.7,1.9900990099009899
5028-HTLJB,1,Male,1,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,1.0
5032-MIYKT,0,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,70.7,70.7,1.0
5032-USPKF,0,Female,0,0,0,38,1,1,DSL,Yes,Yes,1,0,1,1,One year,0,Bank transfer (automatic),84.1,3187.65,37.90309155766945
5035-BVCXS,0,Male,0,0,0,11,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Mailed check,75.9,866.4,11.415019762845848
5035-PGZXH,0,Female,0,0,0,56,1,1,Fiber optic,No,Yes,1,0,1,1,One year,1,Electronic check,106.8,5914.4,55.37827715355805
5038-ETMLM,0,Female,0,1,0,72,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,8182.75,71.99956005279365
5039-LZRQT,0,Female,0,0,0,13,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.2,273.25,13.527227722772277
5043-TRZWM,0,Female,0,0,0,1,1,0,Fiber optic,No,No,1,0,0,0,Month-to-month,0,Electronic check,75.55,75.55,1.0
5044-LRQAQ,0,Female,0,1,0,7,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.2,477.55,6.901011560693641
5044-XDPYX,0,Female,0,1,0,51,1,1,No,No,No,0,0,0,0,Two year,0,Mailed check,25.5,1281.25,50.245098039215684
5046-NUHWD,0,Female,1,1,0,29,0,0,DSL,Yes,No,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,27.303333333333335
5047-LHVLY,1,Male,1,0,1,1,1,0,DSL,No,No,1,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,1.0
5049-GLYVG,1,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,1.0
5049-MUBWG,0,Male,0,0,0,26,1,0,DSL,Yes,No,0,1,1,1,One year,0,Bank transfer (automatic),75.0,1908.35,25.444666666666667
5052-PNLOS,1,Male,0,0,0,3,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,323.25,3.068343616516374
5054-IEXZT,1,Male,0,0,1,1,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,1.0
5055-BRMNE,0,Female,0,1,1,67,1,1,Fiber optic,Yes,No,0,1,1,1,Two year,0,Credit card (automatic),106.7,7009.5,65.69353327085285
5055-MGMGF,0,Female,0,1,0,65,1,1,Fiber optic,Yes,No,1,0,1,1,Month-to-month,1,Electronic check,105.05,6914.95,65.82532127558305
5056-FIMPT,0,Female,0,0,1,43,1,0,Fiber optic,Yes,Yes,0,1,1,1,One year,1,Credit card (automatic),106.0,4532.3,42.757547169811325
5057-LCOUI,1,Female,0,0,0,39,0,0,DSL,No,No,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.4,39.63349753694582
5057-RKGLH,0,Female,0,1,1,9,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.35,191.1,9.39066339066339
5060-TQUQN,0,Male,0,1,1,30,1,1,Fiber optic,No,Yes,0,1,0,0,Month-to-month,1,Bank transfer (automatic),83.55,2570.2,30.762417713943744
5061-PBXFW,0,Female,0,1,1,32,1,0,DSL,Yes,Yes,0,1,0,0,Month-to-month,0,Bank transfer (automatic),61.4,1864.65,30.368892508143325
5062-CJJKH,0,Male,0,1,1,25,1,0,DSL,No,Yes,1,0,0,0,One year,0,Mailed check,53.65,1355.45,25.264678471575024
5063-IUOKK,0,Male,0,0,0,13,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.75,265.75,13.455696202531646
5066-GFJMM,0,Female,0,1,0,3,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.9,45.75,2.298994974874372
5067-DGXLL,0,Male,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.25,36.8,1.8172839506172838
